ID;CD_CEP;NM_LOGRADOURO;ID_BAIRRO
1;14230900;TRAVESSA DAMAZO PEREZ PRADO;27650
2;14240000;ALAMEDA LORENA;27650
3;14240010;ALAMEDA LORENA;27650
4;14240020;ALAMEDA LORENA;27650
5;14240100;TRAVESSA ENGENHEIRO ANTONIO DE SOUZA BARROS JUNIOR;27650
6;14240200;PARQUE LISBOA;27650
7;14240300;TRAVESSA NEWTON FEITOZA;27650
8;14250000;RUA GUARARA;27650
9;14250010;RUA GUARARA;27650
10;14250100;RUA CACONDE;27650
11;14250110;RUA CACONDE;27650
12;14250200;RUA QUELUZ;27650
13;14250300;RUA TAPIRATIBA;27650
14;14250400;PRAÇA JOSE MUNIA;27650
15;14250500;TRAVESSA GABRIEL BALART;27650
16;14250600;TRAVESSA MAESTRO BRUMEL;27650
17;14250700;TRAVESSA OURO BRANCO;27650
18;14250800;RUA OURO BRANCO;27650
19;14260000;RUA OSCAR FREIRE;13667
20;14260010;RUA OSCAR FREIRE;13667
21;14260100;RUA RIO PRETO;13667
22;14260200;RUA CRISTOVAO DINIZ;13667
23;14260300;TRAVESSA DAS ESTRELAS BRANCAS;13667
24;14260400;TRAVESSA DAS ESTRELAS NOVAS;13667
25;14260500;VILA COBELIZ;13667
26;14270000;RUA ESTADOS UNIDOS;24853
27;14270010;RUA ESTADOS UNIDOS;24853
28;14270020;RUA ESTADOS UNIDOS;24853
29;14270100;RUA CARUMBE;24853
30;14270200;PRAÇA NICOLAU SCARPA;24853
31;14270300;PRAÇA REYNALDO PORCHAT DE ASSIS;24853
32;14280000;RUA HONDURAS;27650
33;14280010;RUA HONDURAS;27650
34;14280100;RUA MADRE TEODORA;27650
35;14280200;RUA JOSE CLEMENTE;27650
36;14280300;PRAÇA DAS GUIANAS;27650
37;14280400;PRAÇA PROF. DR DOMINGOS DELASCIO;27650
38;14290000;RUA DR JOAO PINHEIRO;27650
39;14290010;RUA DR JOAO PINHEIRO;27650
40;14290100;RUA VENEZA;27650
41;14290110;RUA VENEZA;27650
42;14290200;RUA CONSELHEIRO ZACARIAS;27650
43;14290300;RUA DR DAVID CAMPISTA;27650
44;14290400;PRAÇA CEDRO DO LIBANO;27650
45;14290500;PRAÇA DR CLEMENTE DE FARIA;27650
46;14300000;AVENIDA BRASIL;24853
47;14300010;AVENIDA BRASIL;24853
48;14300100;RUA ENGENHEIRO ALCIDES BARBOSA;24853
49;14300200;PRAÇA EDGARD THOMAZ DE CARVALHO;27651
50;14310000;AVENIDA BRASIL;24853
51;14310010;AVENIDA BRASIL;24853
52;14310100;RUA LUIS MACHADO PEDROSA;24853
53;14310200;RUA LUIS PEREIRA DE ALMEIDA;24853
54;14320000;RUA ANTONIO BENTO;27650
55;14320100;RUA CONSELHEIRO TORRES HOMEM;27650
56;14320200;RUA MARECHAL BITTENCOURT;27650
57;14320300;RUA MAESTRO CHIAFFARELLI;27650
58;14320400;RUA IRAQUITA;27650
59;14320500;RUA RUTILIA;27650
60;14330000;RUA MAESTRO ELIAS LOBO;27650
61;14330100;RUA GENERAL MENA BARRETO;27650
62;14330200;RUA GENERAL FONSECA TELES;27650
63;14330300;RUA OLIVEIRA DIAS;27650
64;14330400;RUA OTONIEL MOTA;27650
65;14330500;RUA DR SAMPAIO FERRAZ;27650
66;14330600;RUA ESPERIA;27650
67;14330700;PRAÇA JOSE GOMES FERREIRA;27650
68;14340000;RUA GROENLANDIA;24853
69;14341000;RUA GROENLANDIA;24853
70;14350000;AVENIDA SAO GABRIEL;27650
71;14350010;AVENIDA SAO GABRIEL;27650
72;14350100;RUA HENRIQUE MARTINS;27650
73;14350200;RUA CLAUDINO SILVA;27650
74;14350300;RUA SUZANO;27650
75;14350400;RUA GIRONDA;27650
76;14350500;RUA PRIMAVERA;27650
77;14350600;RUA SARITA CYRILLO;27650
78;14350700;PRAÇA DR ALVARO BRITO;27650
79;14360000;RUA CANADA;24853
80;14360100;RUA ARGENTINA;24853
81;14360200;RUA CUBA;24853
82;14360300;RUA MARTINICA;24853
83;14360400;RUA BERMUDAS;24853
84;14360500;RUA CHILE;24853
85;14360600;PRAÇA LIBERTADOR SIMON BOLIVAR;24853
86;14360700;PRAÇA CALIFORNIA;24853
87;14360800;RUA EQUADOR;24853
88;14360900;RUA GUAIAQUIL;24853
89;14361000;RUA PORTO RICO;24853
90;14361100;PASSAGEM MUNICIPAL;24853
91;14370000;RUA MEXICO;24853
92;14370100;RUA COSTA RICA;24853
93;14370200;RUA ALASKA;24853
94;14370300;PRAÇA AMERICA;24853
95;14370400;RUA BOLIVIA;24853
96;14370500;RUA GUATEMALA;24853
97;14370600;RUA SAN SALVADOR;24853
98;14380000;RUA COLOMBIA;24853
99;14380010;RUA COLOMBIA;24853
100;14380100;RUA PERU;24853
101;14380120;PRAÇA ADOLFO BLOCH;24853
102;14380200;RUA TERRA NOVA;24853
103;14380300;PRAÇA DOS INCAS;24853
104;14380400;RUA PANAMA;24853
105;14380500;PRAÇA VINCENT VAN GOGH;24853
106;14380600;PRAÇA NOSSA SENHORA DO BRASIL;24853
107;14380700;RUA NICARAGUA;24853
108;14380800;RUA ANTILHAS;24853
109;14380900;RUA URUGUAI;24853
110;14381000;PRAÇA DIONISIO DE CARVALHO;24853
111;14381100;PRAÇA ANTONIO NOGUEIRA;24853
112;14390000;RUA VENEZUELA;24853
113;14390100;RUA GUADALUPE;24853
114;14390200;RUA JAMAICA;24853
115;14390300;PRAÇA GENERAL SAN MARTIN;24853
116;14390400;RUA IUCATAN;24853
117;14390500;RUA DR WALDOMIRO FRANCO DA SILVEIRA;24853
118;14390600;PRAÇA HOMERO VAZ DO AMARAL;24853
119;14390700;PRAÇA SALVA NACCACHE ABBUD;24853
120;14400000;RUA ATLANTICA;24853
121;14400100;RUA DR IBSEN DA COSTA MANSO;24853
122;14400200;RUA JUQUIA;24853
123;14400300;RUA DESEMBARGADOR VICENTE PENTEADO;24853
124;14400400;RUA ITAPIRAPUA;24853
125;14400500;RUA JACUPIRANGA;24853
126;14400600;RUA TAUFIK CAMASMIE;24853
127;14400700;RUA JOAO CALDEIRA;24853
128;14400800;RUA LUCA GIORDANO;24853
129;14400900;RUA MARCEL GIMOND;24853
130;14401000;RUA ALMIRANTE MASCARENHAS;24853
131;14401100;RUA ALABAMA;24853
132;14410000;ALAMEDA GABRIEL MONTEIRO DA SILVA;24853
133;14410010;ALAMEDA GABRIEL MONTEIRO DA SILVA;24853
134;14410020;ALAMEDA GABRIEL MONTEIRO DA SILVA;24853
135;14410100;RUA RAGGIO NOBREGA;24853
136;14410200;RUA DR ANTONIO CARLOS DE ASSUNCAO;24853
137;14420000;ALAMEDA GABRIEL MONTEIRO DA SILVA;24853
138;14420010;ALAMEDA GABRIEL MONTEIRO DA SILVA;24853
139;14420020;ALAMEDA GABRIEL MONTEIRO DA SILVA;24853
140;14420100;RUA MARIETA;24853
141;14420200;PRAÇA JORNALISTA DEBORA REBOCHO;24853
142;14430000;RUA SAMPAIO VIDAL;27651
143;14430010;RUA SAMPAIO VIDAL;27651
144;14430100;RUA CAPITAO ANTONIO ROSA;27651
145;14430200;RUA SANTA CRISTINA;27651
146;14430300;RUA DESEMBARGADOR TEODOMIRO PIZA;27651
147;14430400;RUA SAQUAREMBO;27651
148;14430500;RUA CORONEL BENTO NORONHA;27651
149;14430600;RUA DESEMBARGADOR JOAQUIM CELIDONIO;27651
150;14430700;PRAÇA ANTONIO DUARTE AMARAL;27651
151;14430800;RUA GRACINDO DE SA;27651
152;14430900;TRAVESSA REPUBLICA DO SURINAME;27651
153;14440000;RUA MARIANA CORREA;27651
154;14440100;RUA DR OLIVEIRA PINTO;27651
155;14440200;RUA CORONEL ALFREDO CABRAL;27651
156;14440300;RUA DESEMBARGADOR MAMEDE;27651
157;14440400;RUA LAERTE ASSUNCAO;27651
158;14440500;PRAÇA GASTAO VIDIGAL;27651
159;14440600;RUA PROF. ROBERTO HOTTINGER;27651
160;14440700;RUA AIRES DE CASAL;27651
161;14440800;RUA PADRE JACOB SALIBA;27651
162;14440900;RUA PEREIRA INACIO;27651
163;14450000;RUA DONA MARIA CAROLINA;27651
164;14450100;RUA AGRARIO DE SOUZA;27651
165;14450200;RUA VENCESLAU FLEXA;27651
166;14450300;RUA BENEDITO CHAVES;27651
167;14450400;RUA HONORIO LIBERO;27651
168;14450500;RUA CESARIO COIMBRA;27651
169;14450600;RUA EMBAIXADOR JOSE ROBERTO MACEDO SOARES;27651
170;14450700;PRAÇA DESEMBARGADOR MANOEL GOMES DE OLIVEIRA;27651
171;14460000;RUA SUECIA;26849
172;14460100;RUA FRANCA;26849
173;14460200;RUA PORTUGAL;26849
174;14460300;RUA HOLANDA;26849
175;14460400;RUA ESPANHA;26849
176;14460500;RUA ATENAS;26849
177;14460600;RUA MARINA CINTRA;26849
178;14460700;PRAÇA ARTHUR ANDRADE FILHO;26849
179;14470000;RUA POLONIA;26849
180;14470100;RUA AUSTRIA;26849
181;14470200;RUA INGLATERRA;26849
182;14470300;RUA SOFIA;26849
183;14470400;RUA BUCAREST;26849
184;14470500;RUA LUXEMBURGO;26849
185;14470600;PRAÇA CLAUDIO ABRAMO;26849
186;14470700;PRAÇA COMANDANTE RENATO PACHECO PEDROSO;26849
187;14480000;RUA AMAURI;26849
188;14480100;RUA ALEMANHA;26849
189;14480200;RUA NORUEGA;26849
190;14480300;RUA BELGICA;26849
191;14480400;RUA RUSSIA;26849
192;14480500;RUA PADRE MANUEL CHAVES;26849
193;14480600;RUA BAVIERA;26849
194;14480700;RUA CAPITAO FRANCISCO PADILHA;26849
195;14480800;RUA LACONDE;26849
196;14480900;RUA PERUIBE;26849
197;14481000;RUA CORACAO DE MARIA;26849
198;14481100;PRAÇA EID MANSUR;26849
199;14481200;PRAÇA DO IMIGRANTE ITALIANO;26849
200;14490000;AVENIDA EUROPA;26849
201;14490010;AVENIDA EUROPA;26849
202;14490100;PRAÇA DAS NACOES UNIDAS;26849
203;14490200;RUA ITALIA;26849
204;14490300;RUA SUICA;26849
205;14490400;RUA DINAMARCA;26849
206;14490500;RUA TURQUIA;26849
207;14490600;PRAÇA DO VATICANO;26849
208;14490700;RUA GUMERCINDO SARAIVA;26849
209;14500000;RUA ESCOCIA;26849
210;14500100;RUA GRECIA;26849
211;14500200;RUA IRAMAIA;26849
212;14500300;RUA PRUDENTE CORREA;26849
213;14500400;RUA SALVADOR MENDONCA;26849
214;14500500;RUA IRLANDA;26849
215;14500600;RUA ANTONIO JOSE DA SILVA;26849
216;14500700;RUA PROF. ALVARO GUERRA;26849
217;14500800;RUA BRAULIO DE MENDONCA FILHO;26849
218;14500900;PRAÇA MORUNGABA;26849
219;14501000;PRAÇA BURITAMA;26849
220;14501100;RUA CLAUDIO MANOEL DA COSTA;26849
221;14501200;RUA VERDE;26849
222;14501300;RUA ALMERINDO CARDARELLI;26849
223;14510000;AVENIDA BRIGADEIRO FARIA LIMA;27651
224;14510010;AVENIDA BRIGADEIRO FARIA LIMA;27651
225;14510100;RUA IGUATEMI;28751
226;14510110;RUA IGUATEMI;28751
227;14510200;RUA JORGE COELHO;27651
228;14510300;RUA MATIAS VALADAO;27651
229;14510400;TRAVESSA ROBERTO DOUGLAS MACHADO;27651
230;14520000;AVENIDA BRIGADEIRO FARIA LIMA;27651
231;14520010;AVENIDA BRIGADEIRO FARIA LIMA;27651
232;14520020;AVENIDA BRIGADEIRO FARIA LIMA;27651
233;14520100;TRAVESSA OURO PRETO;27651
234;14520200;RUA DR ELPIDIO REALI;27651
235;14530000;AVENIDA CIDADE JARDIM;28751
236;14530100;RUA DR MARIO FERRAZ;26849
237;14530110;RUA DR MARIO FERRAZ;27651
238;14530200;RUA ARACARI;28751
239;14530300;RUA JACURICI;28751
240;14530400;RUA ADOLFO TABACOW;28751
241;14530500;RUA DR JOSE GONCALVES DE OLIVEIRA;28751
242;14530600;RUA UBALDO FERREIRA DE OLIVEIRA;28751
243;14530700;TRAVESSA TOLSTOI DE CARVALHO E MELLO;28751
244;14530800;RUA MARIA ROSA;28751
245;14530900;RUA CAMARGO CABRAL;28751
246;14531000;PRAÇA LUIS CARLOS PARANA;28751
247;14531100;RUA JULIO RIBEIRO NETO;28751
248;14531200;PRAÇA NICOLAU DAVID;28751
249;14531300;PONTE ENG ROBERTO ROSSI ZUCCOLO;28751
250;14540000;AVENIDA CIDADE JARDIM;27651
251;14540100;RUA PROF. ARTUR RAMOS;27651
252;14540110;RUA PROF. ARTUR RAMOS;27651
253;14540200;RUA FRANZ SCHUBERT;27651
254;14540300;RUA FREDERICO CHOPIN;27651
255;14540400;RUA JEAN SIBELIUS;27651
256;14540500;RUA MADAME POCAS LEITAO;27651
257;14540600;RUA FREI GALVAO;27651
258;14540700;RUA GEREMIA LUNARDELLI;27651
259;14540800;PRAÇA WALDOMIRO MALUHI;27651
260;14550000;RUA HUNGRIA;26849
261;14550100;RUA TUCUMA;26849
262;14550200;RUA PROF. VITAL PALMA E SILVA;26849
263;14550300;RUA SABUGI;26849
264;14550400;RUA SERIDO;26849
265;14550500;RUA CINDERELA;26849
266;14550600;RUA HANS NOBILING;26849
267;14550700;RUA ANGELINA MAFFEI VITA;26849
268;14550800;PRAÇA GERMANIA;26849
269;14550900;RUA EMBAIXADOR RAUL FERNANDES;26849
270;14551000;RUA DR ALBERTO CARDOSO DE MELO NETO;26849
271;14551100;RUA DR ALCEU DE ASSIS;26849
272;14551200;RUA PROF. WOLFF NETO;26849
273;14560000;RUA DONA ELISA PEREIRA DE BARROS;26849
274;14560100;RUA CAMPO VERDE;26849
275;14560200;RUA JACAREZINHO;26849
276;14560300;RUA CARLOS MILLAN;26849
277;14560400;RUA CASSIO DA COSTA VIDIGAL;26849
278;14560500;PRAÇA CORONEL PIRES DE ANDRADE;26849
279;14560600;RUA CEILAO;26849
280;14560700;RUA FRANCISCO DE SIQUEIRA;26849
281;14560800;RUA BARUERI;26849
282;14560900;PRAÇA YITZHAK RABIN;26849
283;14570000;RUA IRACI;27651
284;14570100;RUA CORONEL IRLANDINO SANDOVAL;27651
285;14570200;RUA MANDURI;27651
286;14570300;RUA IBIAPINOPOLIS;27651
287;14570400;RUA DONA ANA HELENA DE SALLES GUSMAO;27651
288;14570500;RUA ICANA;27651
289;14570600;PRAÇA GUILHERME KAWALL;27651
290;15010000;PRAÇA DR JOAO MENDES;13580
291;15010010;PRAÇA DR JOAO MENDES;13580
292;15010100;RUA DR RODRIGO SILVA;13580
293;15010200;VIADUTO DONA PAULINA;13580
294;15010300;RUA ALVARES MACHADO;13580
295;15010400;PRAÇA CARLOS GOMES;13580
296;15010500;LARGO SETE DE SETEMBRO;13580
297;15010600;RUA CONDE DO PINHAL;13580
298;15020000;AVENIDA DA LIBERDADE;27921
299;15020010;AVENIDA DA LIBERDADE;27921
300;15020100;RUA BARAO DE IJUI;27921
301;15020200;VIADUTO GUILHERME DE ALMEIDA;27921
302;15030000;AVENIDA DA LIBERDADE;27921
303;15030010;AVENIDA DA LIBERDADE;27921
304;15030100;PRAÇA DA LIBERDADE;27921
305;15030200;LARGO DA POLVORA;27921
306;15040000;RUA VERGUEIRO;27921
307;15040010;RUA VERGUEIRO;27921
308;15040100;TRAVESSA CARNEIRO;27921
309;15040200;TRAVESSA CALADO;27921
310;15040300;RUA SANTANA DO PARAISO;27921
311;15050000;RUA DOS ESTUDANTES;28812
312;15050010;RUA DOS ESTUDANTES;28812
313;15050100;RUA ANITA FERRAZ;28812
314;15050200;RUA LIVREIRO ALVES;28812
315;15050300;BC DOS AFLITOS;28812
316;15050400;RUA EGAS MONIZ DE ARAGAO;28812
317;15050500;VILA ESTUDANTES;28812
318;15050600;TRAVESSA DOS ESTUDANTES;28812
319;15050700;TRAVESSA RUGERO;28812
320;15060000;RUA GALVAO BUENO;27921
321;15060100;RUA AMERICO DE CAMPOS;27921
322;15060200;RUA TOMAZ GONZAGA;27921
323;15060300;VIADUTO CIDADE DE OSAKA;27921
324;15070000;RUA BARAO DE IGUAPE;27921
325;15070010;RUA BARAO DE IGUAPE;27921
326;15070100;RUA SINIMBU;27921
327;15070200;RUA JUNQUEIRA FREIRE;27921
328;15070300;RUA LINS;27921
329;15080000;RUA SAO JOAQUIM;27921
330;15080010;RUA SAO JOAQUIM;27921
331;15080100;RUA TAGUA;27921
332;15080200;RUA PIRAPITINGUI;27921
333;15080300;RUA FAGUNDES;27921
334;15080400;RUA JOSE FERREIRA DA ROCHA;27921
335;15090000;RUA JOSE GETULIO;27921
336;15090010;RUA JOSE GETULIO;27921
337;15090100;RUA PROF. ANTONIO PRUDENTE;27921
338;15090200;RUA SIQUEIRA CAMPOS;27921
339;15090300;RUA DR JAMBEIRO COSTA;27921
340;15090400;RUA LENTISCO;27921
341;15100000;RUA DA GLORIA;27921
342;15100010;RUA DA GLORIA;27921
343;15100100;PRAÇA DR ALMEIDA JUNIOR;27921
344;15100200;VIADUTO MIE KEN;27921
345;15110000;RUA CONSELHEIRO FURTADO;27921
346;15110010;RUA CONSELHEIRO FURTADO;27921
347;15110100;RUA SENADOR FELICIO DOS SANTOS;27921
348;15110200;VIADUTO SHUHEI UETSUKA;27921
349;15120000;RUA CONDE DE SARZEDAS;28812
350;15120100;RUA OSCAR CINTRA GORDINHO;28812
351;15120200;RUA HELENA ZERRENER;28812
352;15120300;RUA JOAO DE CARVALHO;28812
353;15120400;PRAÇA MINISTRO COSTA MANSO;28812
354;15120500;RUA OLIVEIRA MONTEIRO;28812
355;15120600;RUA CAROLINA AUGUSTA;28812
356;15120700;VILA CONDE DE SARZEDAS;28812
357;15130000;RUA SAO PAULO;28812
358;15130100;RUA DR TOMAZ DE LIMA;28812
359;15130200;RUA DR LUND;28812
360;15130300;RUA SANTA LUZIA;28812
361;15130400;RUA MITUTO MIZUMOTO;28812
362;15140000;RUA GLICERIO;28812
363;15140010;RUA GLICERIO;28812
364;15140100;RUA TEIXEIRA LEITE;28812
365;15140200;PRAÇA DR MARIO MARGARIDO;28812
366;15140300;RUA VASCO PEREIRA;28812
367;15140400;RUA ALMIRANTE MAURITI;28812
368;15140500;VILA SUICA;28812
369;15140600;VIADUTO DO GLICERIO;28812
370;15140700;VIADUTO LESTE-OESTE;27921
371;15150000;PRAÇA ALBERTO LION;9753
372;15160000;AVENIDA DO ESTADO;9753
373;15161000;AVENIDA DO ESTADO;9753
374;15170000;RUA OTTO DE ALENCAR;27921
375;15170100;RUA TEIXEIRA MENDES;27921
376;15170200;AVENIDA PREFEITO PASSOS;27921
377;15170300;PRAÇA NINA RODRIGUES;27921
378;15170400;RUA PIEDADE;27921
379;15170500;RUA MARIA HELENA;27921
380;15170600;RUA GUIMARAES PEIXOTO;27921
381;15170700;RUA ANTONIO DE SA;27921
382;15170800;PRAÇA JOSE LUIZ DE MELLO MALHEIROS;27921
383;15170900;PRAÇA MINISTRO FRANCISCO SA CARNEIRO;27921
384;15171000;VIADUTO TRINTA E UM DE MARCO;27921
385;15180000;RUA JUSTO AZAMBUJA;9753
386;15180100;RUA PROF. DEMOSTENES BATISTA FIGUEIRA MARQUES;9753
387;15180200;RUA LEOPOLDO MIGUEZ;9753
388;15180300;RUA VIEIRA RAVASCO;9753
389;15180400;RUA PEDRO SEVERIANO;9753
390;15180500;RUA ORLANDO TEIXEIRA;9753
391;15180600;RUA GENERAL ESPOSEL JUNIOR;9753
392;15180700;RUA DOM ROMUALDO DE SEIXAS;9753
393;15180800;PRAÇA DONATELLO;9753
394;15180900;PRAÇA UMPEI HIRANO;9753
395;15190000;RUA DO LAVAPES;9753
396;15190100;RUA LUIS GAMA;9753
397;15190200;TRAVESSA PROF. OSCAR SAYAGO DE SA PEREIRA;9753
398;15200000;RUA ALEXANDRE LEVI;9753
399;15200100;RUA BARAO DE JAGUARA;9753
400;15200200;RUA JERONIMO DE ALBUQUERQUE;9753
401;15200300;RUA DOS ALPES;9753
402;15200400;RUA PIQUEROBI;9753
403;15210000;RUA CESARIO RAMALHO;9753
404;15210100;RUA SILVEIRA DA MOTA;9753
405;15210200;RUA VICENTE DE CARVALHO;9753
406;15210300;RUA STEFANO;9753
407;15210400;TRAVESSA DA SONORIDADE;9753
408;15220000;RUA DONA ANA NERY;9753
409;15220100;RUA NICOLAU ANCONA LOPES;9753
410;15220200;RUA SERRA DE PARACAINA;9753
411;15220300;RUA DOS PESCADORES;9753
412;15220400;RUA PROF. ARTHUR DO PRADO DANTAS;9753
413;15220500;VILA CONCEICAO;9753
414;15220600;VILA ROBERTO;9753
415;15220700;TRAVESSA DA TARDE;27931
416;15230000;RUA CLIMACO BARBOSA;9753
417;15230100;LARGO CAMBUCI;9753
418;15230200;RUA FREIRE DA SILVA;9753
419;15230300;RUA JOSE BENTO;9753
420;15230400;VIA DE PEDESTRE TRES PONTAS;9753
421;15240000;RUA INDEPENDENCIA;9753
422;15240010;RUA INDEPENDENCIA;9753
423;15240100;RUA ALEXANDRINO DA SILVEIRA BUENO;9753
424;15240200;RUA DR VALENTIM AMARAL;9753
425;15240300;RUA FRANCOIS COTY;9753
426;15240400;RUA CAVALHEIRO AFONSO NICOLI;9753
427;15240500;PRAÇA PROF. OSVALDO VICENZO;9753
428;15240600;TRAVESSA NARCISO ETTORE CAMPANER;9753
429;15240700;VIA DE PEDESTRE ARMANDO BONDEZAN;9753
430;15240900;TRAVESSA UGO TOGNAZZI;9753
431;15250000;RUA TAMANDARE;27921
432;15250010;RUA TAMANDARE;27921
433;15250100;RUA ROCHA POMBO;27921
434;15250200;RUA PANDIA CALOGERAS;27921
435;15260000;RUA BUENO DE ANDRADE;352
436;15260100;RUA TENENTE OTAVIO GOMES;352
437;15260200;RUA ESPIRITO SANTO;352
438;15260300;RUA JENNER;352
439;15260400;RUA FELICIO ELIAS;352
440;15260500;RUA DOM RAIMUNDO DE BRITO;352
441;15260600;RUA ZEFERINO DA COSTA;352
442;15270000;RUA SCUVERO;9753
443;15270100;RUA SAO JOAO BATISTA;9753
444;15270200;RUA DIOGO VAZ;9753
445;15270300;RUA DOS PARECIS;9753
446;15270400;RUA ESPIRITA;9753
447;15270500;RUA DOS TAPES;9753
448;15270600;LARGO DO REDENTOR;9753
449;15270700;RUA COMENDADOR VICENTE LENTINI;9753
450;15280000;RUA MAZZINI;9753
451;15280100;RUA JOAQUIM PIZA;9753
452;15280200;RUA TENENTE AZEVEDO;9753
453;15280300;RUA VITORIO EMANUEL;9753
454;15280400;VILA CLARINDA;9753
455;15280500;VILA TARTUCCE;9753
456;15280600;LARGO NOSSA SENHORA DA CONCEICAO;9753
457;15280700;RUA DR DARIO DO AMARAL;9753
458;15280800;RUA PARTICULAR MANUEL MORAIS DE SOUZA;9753
459;15290000;RUA PIRES DA MOTA;352
460;15290010;RUA PIRES DA MOTA;352
461;15290100;RUA URANO;352
462;15290200;RUA LOUREIRO DA CRUZ;352
463;15290300;RUA PERDOES;352
464;15290400;RUA DRA ROMILDA VALENTINO;352
465;15300000;RUA PAIS DE ANDRADE;352
466;15300100;RUA ALMEIDA TORRES;352
467;15300200;RUA ALBINA BARBOSA;352
468;15300300;RUA BATURITE;352
469;15300400;RUA OLIVEIRA PEIXOTO;352
470;15300500;RUA DESEMBARGADOR MACEDO VIEIRA;352
471;15300600;RUA DIAMANTE;352
472;15300700;RUA AGATA;352
473;15300800;RUA RUBI;352
474;15300900;RUA CARDOSO DE SIQUEIRA;352
475;15301000;VILA BARBOSA;352
476;15310000;AVENIDA ACLIMACAO;352
477;15310010;AVENIDA ACLIMACAO;352
478;15310100;RUA ALABASTRO;352
479;15310200;AVENIDA TURMALINA;352
480;15310300;RUA SATURNO;352
481;15310400;RUA ESMERALDA;352
482;15310500;PRAÇA GENERAL POLIDORO;352
483;15310600;RUA JASPE;352
484;15320000;RUA CASTRO ALVES;352
485;15320010;RUA CASTRO ALVES;352
486;15320100;RUA SAFIRA;352
487;15320200;RUA RODRIGO CLAUDIO;352
488;15320300;RUA JUPITER;352
489;15320400;RUA CRUZ E SOUZA;352
490;15320500;RUA ANDRE GOUVEIA;352
491;15320600;RUA ANTONIO CORREIA DE LEMOS;352
492;15320700;RUA EDUARDO PASSARELLI;352
493;15320800;TRAVESSA PADRE MARIANO DE LA MATA;352
494;15320900;RUA CARLOS CHAGAS;352
495;15330000;RUA APENINOS;352
496;15330050;PRAÇA CARIM TANUS;352
497;15330100;RUA NILO;352
498;15330200;RUA GUALACHOS;352
499;15330300;RUA DR FELIX;352
500;15330400;RUA ITATINS;352
501;15330500;RUA DR JOAO MORAIS;352
502;15330600;RUA JOAQUIM GOMES;352
503;15330700;PRAÇA SANTO AGOSTINHO;352
504;15330800;VILA NILO;352
505;15330900;PRAÇA TENIS CLUBE PAULISTA;352
506;15331000;RUA TOMAZ LESSA;352
507;15340000;RUA MUNIZ DE SOUZA;352
508;15340010;RUA MUNIZ DE SOUZA;352
509;15340100;RUA FRANCISCO JUSTINO DE AZEVEDO;352
510;15340200;RUA OSCAR GUANABARINO;352
511;15340300;RUA MARACAI;352
512;15340400;PRAÇA JORGE CURY;352
513;15340500;PARQUE DA ACLIMACAO;352
514;15350000;RUA PAULO OROZIMBO;9753
515;15350010;RUA PAULO OROZIMBO;9753
516;15350100;RUA SENADOR CARLOS TEIXEIRA DE CARVALHO;9753
517;15350200;RUA BATISTA DO CARMO;9753
518;15350300;RUA FELIX POLA;9753
519;15350400;TRAVESSA LUIS CARLOS MESSORA DE OLIVEIRA;9753
520;15350500;RUA MARIA VIDOTTO LORENZATO;9753
521;15360000;AVENIDA LACERDA FRANCO;9753
522;15360010;AVENIDA LACERDA FRANCO;9753
523;15360100;RUA BOTUPUCA;9753
524;15360200;RUA CORONEL JOAQUIM TEIXEIRA SILVA BRAGA;9753
525;15360300;RUA EULALIA ASSUNCAO;9753
526;15360400;RUA NOSSA SENHORA DE LOURDES;9753
527;15370000;AVENIDA LINS DE VASCONCELOS;9753
528;15370010;AVENIDA LINS DE VASCONCELOS;9753
529;15370100;RUA OSWALDO DE LUCA;9753
530;15380000;AVENIDA LINS DE VASCONCELOS;9753
531;15380010;AVENIDA LINS DE VASCONCELOS;9753
532;15380100;TRAVESSA NOSSA SENHORA DE LOURDES;9753
533;15390000;RUA TEODURETO SOUTO;9753
534;15390100;RUA GAMA CERQUEIRA;9753
535;15390200;RUA SIMAO DIAS DA FONSECA;9753
536;15400000;RUA HERMINIO LEMOS;9753
537;15400100;RUA ALVES RIBEIRO;9753
538;15400200;RUA ALBUQUERQUE MARANHAO;9753
539;15400300;RUA COMENDADOR BENTO PEREIRA;9753
540;15400400;RUA MIGUEL TELES JUNIOR;9753
541;15400500;RUA FRANCISCO DA GUERRA;9753
542;15400600;RUA STELLA SALZO;9753
543;15400700;RUA UBA;9753
544;15400800;RUA MICKAIL;9753
545;15410000;RUA BACKER;9753
546;15410100;RUA OLIVEIRA LIMA;9753
547;15410150;PRAÇA DR JOSE CURY-TUFFY;9753
548;15410200;PRAÇA FRANCISCO MANOEL;9753
549;15410300;RUA SILVEIRA CAMPOS;9753
550;15410400;PRAÇA JOSE VICENTE NOBREGA;9753
551;15410500;RUA HENRIQUE COELHO;9753
552;15410600;RUA CARMO DO RIO CLARO;9753
553;15410700;RUA IDA;9753
554;15410800;TRAVESSA ALFREDO VOLPI;9753
555;15420000;RUA DOM DUARTE LEOPOLDO;9753
556;15420100;RUA ANTONIO TAVARES;9753
557;15420150;TRAVESSA TUFIK SOUBHI;9753
558;15420200;RUA AUGUSTO DE TOLEDO;9753
559;15420300;RUA GENARO FERRANTE;9753
560;15420400;RUA LUCILIO DE ALBUQUERQUE;9753
561;15420500;RUA LUZIA BONTEMPO BONOMO;9753
562;15420600;RUA ROLF LAUBE;9753
563;15430000;RUA HEITOR PEIXOTO;9753
564;15430010;RUA HEITOR PEIXOTO;9753
