ID;CD_CEP;NM_LOGRADOURO;ID_BAIRRO
1309;20770300;RUA CORONEL FRANCISCO PEIXOTO;28422
1310;20770400;RUA DAMIAO ALVES;28422
1311;20770450;RUA MIGUEL SOARES FERREIRA JUNIOR;28422
1312;20770500;RUA GUSTAVO;28422
1313;20770600;RUA JURUMIRIM;28422
1314;20770700;RUA PROF. ALBERTO LEVI;28422
1315;20770800;RUA DIRCE;28422
1316;20780000;RUA CACHOEIRA DO ARARI;28422
1317;20780010;RUA CACHOEIRA DO ARARI;28374
1318;20780050;TRAVESSA DOMENICO ARTUSI;28422
1319;20780070;RUA CERRO DE SAO JOAO;28374
1320;20780100;RUA BELCHIOR DE ORDAS;28422
1321;20780150;RUA ARMAZEM;28422
1322;20780200;TRAVESSA DOS SUMERIANOS;28422
1323;20780300;RUA PARANHOS PEDERNEIRA;28422
1324;20780400;RUA JOAO MACHADO PEDROSA;28422
1325;20780500;RUA GURINHEM;28422
1326;20780600;RUA ENGENHEIRO CIAMPITI;28422
1327;20790000;RUA CORONEL MARCILIO FRANCO;28402
1328;20790010;RUA CORONEL MARCILIO FRANCO;28520
1329;20790020;RUA ABAETEZINHO;28374
1330;20790030;RUA AUGUSTE RODIN;28402
1331;20790040;RUA DILERMANDO DIAS DOS SANTOS;28402
1332;20790060;RUA ISAIAS MALENTECHI;28402
1333;20790080;RUA RAIMUNDO CARRUT;28402
1334;20790100;RUA ITALA;28402
1335;20790200;RUA BENEDITA;28402
1336;20790300;RUA MILTON;28402
1337;20790400;RUA MAQUINISTA TRIGO;28402
1338;20790500;RUA ROSALINDA ALVES;28402
1339;20790600;RUA JOSE BUENO;28402
1340;20790700;RUA DONA JOAQUINA DE JESUS;28402
1341;20790800;RUA MARIO DE SOUZA;28402
1342;20800000;RUA NELSON;28402
1343;20800050;RUA ASCANIO MELARAGNO;28402
1344;20800070;TRAVESSA LUIS BELLI;28402
1345;20800100;RUA PIATA;28402
1346;20800200;RUA MANGALOT;28402
1347;20800250;PRAÇA BERENICE BIALSKI;28403
1348;20800270;PRAÇA JOAO BAPTISTA FELLIPPETTI;28403
1349;20800300;RUA SAPIENZA;28402
1350;20800400;RUA JOSE VENTURA;28402
1351;20800450;TRAVESSA JOSE VENTURA;28402
1352;20800500;TRAVESSA TRES IDADE;28402
1353;20800600;PRAÇA JAGUARIMA;28402
1354;20800650;RUA GERALDO EVARISTO MARCONDES CESAR;28403
1355;20800700;RUA LUIZ CARLOS DE CASTRO;28402
1356;20800800;RUA SACALINA;28402
1357;20800870;RUA NORIVALDO ALESSIO CUEVA;28403
1358;20810000;RUA SALVADOR ROMEU;28403
1359;20810100;RUA TENENTE AGENOR SOARES;28403
1360;20810200;RUA SAO LEONCIO;28403
1361;20810300;RUA ESMERALDINO CAVALCANTI TORRES;28403
1362;20810400;RUA BICAME;28403
1363;20810500;RUA VITORIO MAZZEI;28403
1364;20810600;RUA GUANEI;28403
1365;20810700;RUA NILO LUIZ MAZZEI;28403
1366;20810800;RUA AXICARA;28403
1367;20810900;RUA FREI MARIANO VELOSO;28403
1368;20811000;RUA PALMUNAS;28403
1369;20820000;RUA SANTA LEOCADIA;28403
1370;20820100;RUA MANDAGUARI;28403
1371;20820200;RUA RISADINHA;28403
1372;20820300;RUA QUEDAS;28403
1373;20820350;RUA TERESA MARIA;28403
1374;20820400;RUA JOSEFINA ROMEU;28403
1375;20820500;RUA HENRIQUE MAZZEI;28403
1376;20820600;RUA BACATI;28403
1377;20820700;RUA IBERIA;28403
1378;20820800;RUA ANIBAL FALCAO;28403
1379;20820900;RUA MANAGERU;28403
1380;20821000;RUA MANGAIBA;28403
1381;20821100;RUA GIL AMORA;28403
1382;20830000;RUA CRISTOVAO LINS;28403
1383;20830100;RUA ORLANDO RIBEIRO DANTAS;28403
1384;20830200;RUA ANACLETO;28403
1385;20830300;RUA LONTRA;28403
1386;20830400;TRAVESSA WILTON ADAO;28403
1387;20830500;RUA CARAPOCAIA;28403
1388;20830600;RUA TOLEDO MALTA;28403
1389;20830700;RUA TAPIRAI;28403
1390;20830800;RUA SAO GABRIEL ARCANJO;28403
1391;20831000;RUA ARISTIDES FREIRE;28403
1392;20831100;TRAVESSA DOM LUIS GUANELLA;28403
1393;20831200;RUA LUCIANO BROINIZZI;28403
1394;20840000;RUA EVERALDO LIMA ARAGAO;28403
1395;20840100;RUA MOTANGUA;28403
1396;20840200;RUA ELEONORA;28403
1397;20840300;RUA SANTO STEFANO;28403
1398;20840400;RUA FELIPE DE LORENZO;28403
1399;20840550;RUA RUDOLF URSCHEI;28403
1400;20840600;RUA CAPITAO LAZARO;28403
1401;20840700;RUA SIMAO JORGE;28403
1402;20840750;PRAÇA JESUS NO HORTO;28403
1403;20840800;RUA CLOVIS ROSA;28403
1404;20840900;RUA GABRIEL ORIFICE;28403
1405;20841000;RUA JAGUARETAMA;28403
1406;20841100;RUA GUAIPACARE;28403
1407;20841150;TRAVESSA VICENTE;28403
1408;20841200;RUA CLAUDIONOR BARBIERI;28403
1409;20841250;RUA JOSE NUNES DE SOUZA;28403
1410;20841300;RUA HUGO BERTAZZON;28403
1411;20841400;RUA LEONALDO ESTADISLAU MEISIKAS;28403
1412;20841500;RUA ARTICURA;28403
1413;20841600;RUA SANTO HONORATO;28403
1414;20841700;RUA SEBASTIAO ARRUDA;28403
1415;20841800;RUA DA CURVA;28403
1416;20841900;PRAÇA SERGIO ESTANISLAU DE CAMARGO;28457
1417;20850000;AVENIDA LUIS DUMONT VILARES;27815
1418;20851000;AVENIDA LUIS DUMONT VILARES;27815
1419;21100000;AVENIDA NADIR DIAS DE FIGUEIREDO;28442
1420;21100050;PRAÇA DOS TROTADORES;28442
1421;21100100;RUA ALCANTARA;28442
1422;21100110;RUA ALCANTARA;28439
1423;21100150;TRAVESSA CARLOS BERG;28442
1424;21100170;TRAVESSA PAULO COTTA PACHECO;28442
1425;21100200;RUA PEDRO LEMBI;28442
1426;21110000;RUA SEVERA;28442
1427;21110010;RUA SEVERA;28439
1428;21110200;RUA NOVA HAMBURGO;28442
1429;21110300;RUA ITAUNAS;28442
1430;21110310;RUA ITAUNAS;28439
1431;21110350;TRAVESSA FORTE DA FEITICEIRA;28442
1432;21110370;TRAVESSA JONAS BARBIERI;28442
1433;21120000;RUA GUARANESIA;28442
1434;21120010;RUA GUARANESIA;28439
1435;21120020;RUA GUARANESIA;28439
1436;21120040;TRAVESSA BERNARDINO RADI;28442
1437;21120060;TRAVESSA CELINA LEPAGE;28442
1438;21120080;RUA JOSE REIS DIAS;28442
1439;21120090;TRAVESSA OTTO GLORIA;28442
1440;21120100;RUA ANTONIO FONSECA;28442
1441;21130000;PRAÇA SANTO EDUARDO;28442
1442;21130040;RUA IZIDORO MATHEUS;28442
1443;21130100;AVENIDA GUILHERME COTCHING;28442
1444;21130110;AVENIDA GUILHERME COTCHING;28439
1445;21130120;AVENIDA GUILHERME COTCHING;28439
1446;21130130;AVENIDA GUILHERME COTCHING;28439
1447;21130140;AVENIDA GUILHERME COTCHING;28439
1448;21130150;AVENIDA GUILHERME COTCHING;28439
1449;21130170;AVENIDA GUILHERME COTCHING;28439
1450;21140000;RUA DIAS DA SILVA;28442
1451;21140010;RUA DIAS DA SILVA;28439
1452;21140020;RUA DIAS DA SILVA;28439
1453;21140050;TRAVESSA VICENTE DAVID BALMANT;28442
1454;21140070;TRAVESSA NELIE MELBA;28442
1455;21140080;TRAVESSA FLORIANO FAISSAL;28442
1456;21140100;RUA ELI;28442
1457;21140110;RUA ELI;28439
1458;21140120;RUA ELI;28439
1459;21150000;RUA AMAMBAI;28442
1460;21150010;RUA AMAMBAI;28439
1461;21150020;RUA AMAMBAI;28439
1462;21150100;RUA MATIAS FERRAO;28442
1463;21160000;RUA DR AFONSO VERGUEIRO;28439
1464;21160010;RUA DR AFONSO VERGUEIRO;28439
1465;21160020;RUA DR AFONSO VERGUEIRO;28439
1466;21160100;RUA CARMOPOLIS DE MINAS;28439
1467;21160400;PONTE PRESIDENTE DUTRA;28439
1468;21170000;RUA ANDARAI;28442
1469;21170010;RUA ANDARAI;28439
1470;21170060;TRAVESSA FELIX GARCIA;28442
1471;21170100;RUA DIAMANTINA;28442
1472;21170110;RUA DIAMANTINA;28439
1473;21170200;RUA PROF. MARIA J. BARONE FERNANDES;28442
1474;21170210;RUA PROF. MARIA J. BARONE FERNANDES;28439
1475;21170220;RUA PROF. MARIA J. BARONE FERNANDES;28439
1476;21170240;TRAVESSA GUDULO BORNACINA;28442
1477;21170270;RUA DR FRANCISCO DE PAIVA CARVALHO;28442
1478;21180000;RUA DOM LUIS FELIPE DE ORLEANS;28442
1479;21180010;RUA DOM LUIS FELIPE DE ORLEANS;28442
1480;21180050;TRAVESSA GIACINTA PEZZANA;28442
1481;21180100;RUA TOMAS SPEERS;28442
1482;21180200;RUA FREI TARCISIO;28442
1483;21180400;RUA JOAO DE PINA;28442
1484;21190000;RUA MARGARINO TORRES;28442
1485;21190010;RUA MARGARINO TORRES;28439
1486;21190200;RUA PREFEITO MILTON IMPROTA;28442
1487;21190210;RUA PREFEITO MILTON IMPROTA;28439
1488;21190300;RUA PADRE JOAO ANTONIO;28442
1489;21190400;TRAVESSA ORIGENES LESSA;28442
1490;21200000;RUA CURUCA;28442
1491;21200010;RUA CURUCA;28439
1492;21200020;RUA CURUCA;28439
1493;21200050;VIADUTO CURUCA;28442
1494;21200100;RUA NAZARE DA MATA;28374
1495;21200150;RUA BURARAMA;28442
1496;21200200;RUA NEWTON BRAGA;28442
1497;21200230;TRAVESSA SAO DIMAS;28442
1498;21200250;RUA MARIO AUGUSTO NASCIMENTO;28442
1499;21200260;RUA JOSE BRANCO;28442
1500;21200280;TRAVESSA ACBAR;28442
1501;21200300;TRAVESSA JORGE LUIS BORGES;28442
1502;21200400;RUA PAIS BARRETO;28442
1503;21210000;RUA SANTO ELIZEU;28439
1504;21210100;RUA JOSE WASTH RODRIGUES;28439
1505;21210200;RUA DA GAVEA;28439
1506;21210250;TRAVESSA JOSE MARIA DE PEREDA;28442
1507;21210300;PRAÇA JOSE MANOEL DA FONSECA;28439
1508;21220100;RUA ARARITAGUABA;28440
1509;21220110;RUA ARARITAGUABA;28439
1510;21220160;RUA CORONEL CUCO;28440
1511;21220200;RUA MARECHAL SALDANHA MAZZA;28440
1512;21220250;LARGO GOMES DOS SANTOS;28440
1513;21220300;RUA TIMBURI;28440
1514;21220350;TRAVESSA NELSON CAVAQUINHO;28440
1515;21220400;RUA GARCIA DE MOURA;28440
1516;21220500;PRAÇA NOSSA SENHORA DA CANDELARIA;28440
1517;21220600;RUA PEDRO VILALOBOS MARTIN;28440
1518;21220700;RUA JOAO OLIVO MEGALE;28440
1519;21220800;RUA DR EDSON DE MELO;28440
1520;21220850;TRAVESSA DR EDSON DE MELO;28440
1521;21220900;RUA NOVA PRATA;28440
1522;21221000;RUA JOSE NOBRE;28440
1523;21230000;RUA DONA PIEDADE DUARTE DE OLIVEIRA;27293
1524;21230050;TRAVESSA MANOEL LAINEZ;27293
1525;21230100;RUA CECILIA MEIRELES;27293
1526;21230120;TRAVESSA CECILIA MEIRELES;27293
1527;21230130;VEREDA EVARISTO FELICE;27293
1528;21230150;TRAVESSA FELIPE BELLINI;27293
1529;21230160;TRAVESSA HORACIO ALFANI;27293
1530;21230180;TRAVESSA MARTIM CORONADO;28439
1531;21230200;RUA ROMEU PANDOLPHO;27293
1532;21230300;RUA DAS GUEIXAS;27293
1533;21230350;PRAÇA NIRVANA;27293
1534;21230400;RUA NARITA;27293
1535;21230440;TRAVESSA GASPAR RAPOSO;27293
1536;21230460;VIELA LENDA DO CEU;27293
1537;21230500;RUA ARARI LEITE;27293
1538;21230550;RUA ARENAL;28439
1539;21230600;RUA SUBLIMACAO;27293
1540;21230650;TRAVESSA BAREIM;28439
1541;21240000;AVENIDA DAS CEREJEIRAS;27293
1542;21240010;AVENIDA DAS CEREJEIRAS;27293
1543;21240020;AVENIDA DAS CEREJEIRAS;27293
1544;21240100;PRAÇA CHIBA;27293
1545;21240200;RUA YORITOMO;27293
1546;21240300;PRAÇA NIPPON;27293
1547;21240400;RUA OSAKA;27293
1548;21240410;RUA OSAKA;27293
1549;21240440;VIELA FORTE RIO GRANDE;27293
1550;21240460;VIELA EVALDO BRAGA;27293
1551;21240480;RUA JOSE CADILHE;27293
1552;21240500;RUA TOGO;27293
1553;21240600;PARQUE OYENO;27293
1554;21240700;RUA TAKA;27293
1555;21240800;RUA NIGATA;27293
1556;21240850;TRAVESSA FORTE MARGARIDA;27293
1557;21240900;RUA SARGENTO MIGUEL DE SOUZA FILHO;27293
1558;21250000;RUA MERE AMEDEA;28440
1559;21250010;RUA MERE AMEDEA;28439
1560;21250100;RUA SILVIO LEANDRO;28440
1561;21250200;RUA OTACILIO DE ALBUQUERQUE;28440
1562;21250300;RUA HORACIO DE CASTILHO;28440
1563;21250350;VIELA TIA ZOCA;28440
1564;21250400;TRAVESSA NICOLAS DE MARLE;28440
1565;21260000;PRAÇA JOAQUIM JOSE DA NOVA;28440
1566;21260100;RUA ALBERTO FREITAS;28440
1567;21260200;RUA FELIPE BANDEIRA;28440
1568;21260300;RUA GONCALO FERREIRA;28440
1569;21260400;RUA HENRIQUE LEITAO;28440
1570;21260500;RUA ANTONIO DA SILVA;28440
1571;21260600;RUA LAMARTINE DOS SANTOS;28440
1572;21260700;RUA MARQUES DE POMBAL;28440
1573;21260800;RUA BRUMAL;28440
1574;21260900;RUA ORLANDO MAIA;28440
1575;21261000;RUA ANTONIO SOBREDA;28440
1576;21270000;AVENIDA ALBERTO BYNGTON;28440
1577;21270010;AVENIDA ALBERTO BYNGTON;28439
1578;21270020;AVENIDA ALBERTO BYNGTON;28439
1579;21270040;TRAVESSA SANSOVINO;28440
1580;21270060;PRAÇA CIDADE DE DOURADO;28440
1581;21270100;PRAÇA COSMORAMA;28440
1582;21270200;RUA GENERAL MENDES;28440
1583;21270230;TRAVESSA JOAO RANGEL;28440
1584;21270250;TRAVESSA LUCIA;28440
1585;21270270;TRAVESSA POLIMESTOR;28440
1586;21270300;PRAÇA MARIA MONTESSORI;28440
1587;21270400;PRAÇA WILLIAM WALTON;28440
1588;21270500;PRAÇA DR JOSE DE TOLEDO PIZA;28440
1589;21280000;RUA SANTA VERIDIANA;28440
1590;21280100;RUA SIMAO BORGES;28440
1591;21280150;TRAVESSA DR DIRSON GOMES BARBOSA;28440
1592;21280200;RUA ERNANI PINTO;28440
1593;21280250;TRAVESSA DOMINGOS FERNANDES DA CRUZ;28440
1594;21280270;TRAVESSA FRANCISCO JOSE DE MELLO;28440
1595;21280300;RUA AMPERE;28440
1596;21280400;RUA RUBIATABA;28440
1597;21280500;RUA CIRO;28440
1598;21290000;RUA SARGENTO AGOSTINHO FERREIRA;28440
1599;21290010;RUA SARGENTO AGOSTINHO FERREIRA;28439
1600;21290040;TRAVESSA SARGENTO AGOSTINHO FERREIRA;28440
1601;21290060;VIELA FORTE SAO JOAQUIM;28440
1602;21290080;TRAVESSA PADRE JOSE LOPES DE OLIVEIRA;28440
1603;21290100;RUA VOLTER WOLTHERS;28440
1604;21290200;RUA BATAGUASSU;28440
1605;21290300;PRAÇA ANTONIO ARTUR PAES PINTO;28440
1606;21290400;PRAÇA RIO BRILHANTE;28440
1607;21290450;TRAVESSA PADRE JOSE DA SILVA OLIVEIRA ROLIM;28440
1608;21290500;RUA LOBO MIRANDA;28440
1609;21290600;RUA PORANGATU;28440
1610;21290650;PRAÇA DO IMIGRANTE BOLIVIANO;28440
1611;21290700;RUA EMANUELE SAPORITI;28440
1612;21290800;RUA DONA MARIA QUEDAS;28440
1613;21291000;RUA ALBERTINA DOMINGUES;28440
1614;21291030;TRAVESSA AVELINO DIONIZIO;28440
1615;21291050;TRAVESSA JOAO FRANCISCO DAS CHAGAS;28440
1616;21291070;RUA WALDIR DOMINGOS;28440
1617;21300000;PRAÇA CARAUARI;28440
1618;21300100;RUA SANTA INACIA;28440
1619;21300200;RUA SOBRAL JUNIOR;28440
1620;21300300;RUA IACANGA;28440
1621;21300400;RUA ORINDIUVA;28440
1622;21300500;RUA PRAINHA;28440
1623;21300600;RUA ABEL RAMOS;28440
1624;21300700;RUA MUSSUMES;28440
1625;21300800;RUA SAMURAIS;28440
1626;21300850;TRAVESSA PADRE INACIO RIBEIRO;28440
1627;21300900;RUA DOMINGOS CASTRALE;28440
1628;21301000;PRAÇA SIDARTA GAUTAMA;28440
1629;21310000;RUA PROF. YOLANDO SANTORO;28440
1630;21310100;RUA KIOTO;28440
1631;21310200;RUA CANHONEIRA MEARIM;28440
1632;21310300;RUA NAGASAKI;28440
1633;21310400;RUA HIROSHIMA;28440
1634;21310450;TRAVESSA IRMA ALICE BRAGA DE ABREU;27293
1635;21310500;RUA VIANOPOLIS;28440
1636;21310550;TRAVESSA LIA AMARAL MUNIZ;28440
1637;21310600;PRAÇA GOMES FIGUEIREDO;28440
1638;21310700;PRAÇA EDUARDO RABELO;27293
1639;21310800;RUA GASTAO MADEIRA;28440
1640;21310900;RUA MOREIRA DE VASCONCELOS;28440
1641;21310920;TRAVESSA MOREIRA DE VASCONCELOS;28440
1642;21310940;TRAVESSA LAGO DOS CISNES;28440
1643;21310960;TRAVESSA GUILHERME MOURA FILHO;28440
1644;21310980;VIELA ASTI;28440
1645;21311000;RUA ADELIA SOLER;27293
1646;21311100;RUA SANTA MARIA GORETTI;28440
1647;21320000;PRAÇA CIANORTE;27293
1648;21320100;RUA MELO VIANA;27293
1649;21320200;RUA ARISUGAWA;27293
1650;21320300;RUA KANEDA;27293
1651;21320350;RUA ALEXANDRE RONTINI;27293
1652;21320400;PRAÇA DA ALEGRIA;27293
1653;21320500;RUA ASSANO;27293
1654;21320600;PRAÇA OCTACILIO VIEIRA;27293
1655;21320900;PRAÇA MIKADO;27293
1656;21321000;RUA JOSE MONTEIRO MESQUITA;27293
1657;21321100;RUA LUIZ PEDROSO;27293
1658;21321200;RUA YAMATO;27293
1659;21321250;TRAVESSA DEMETRIO CIDONES;27293
1660;21321270;TRAVESSA PAULO ROBERTO DO VALLE OLIVEIRA;27293
1661;21321300;PRAÇA TEN-SHI;27293
1662;21321350;TRAVESSA JOAQUIM PENA;27293
1663;21321400;RUA YOKOAMA;27293
1664;21321500;PRAÇA TOKIO;27293
1665;21321550;RUA DO CHECHEU;27293
1666;21330000;AVENIDA BELISARIO PENA;28440
1667;21330100;RUA SANTA FE DO SUL;28440
1668;21330200;RUA EMILE VERHAEREN;28440
1669;21330300;RUA JOAQUIM RODRIGUES COSTA;28440
1670;21330400;RUA DR AFRODISIO VIDIGAL;28440
1671;21330450;TRAVESSA ESCRAVO ALEXANDRE DA SILVA;28440
1672;21330500;RUA PAULO LAVRADOR;28440
1673;21330600;RUA TERCEIRO-SARGENTO RAFAEL BARILOTTI JUNIOR;28440
1674;21330700;PRAÇA VISTA ALEGRE;28440
1675;21340000;RUA PADRE SABOIA DE MEDEIROS;28440
1676;21340010;RUA PADRE SABOIA DE MEDEIROS;28439
1677;21340020;RUA PADRE SABOIA DE MEDEIROS;27903
1678;21340050;TRAVESSA DA PERCUSSAO;28440
1679;21340100;TRAVESSA FERNAO MARTINS DA COSTA;28440
1680;21340200;RUA BALTAZAR DE ARAGAO;28440
1681;21340300;PRAÇA MARCELINO MACHADO;28440
1682;21340400;RUA TUPIRANA;28440
1683;21340500;PRAÇA YEDDO;28440
1684;21340600;RUA ALVES CARDOSO;28440
1685;21340700;RUA VIAMAO;28440
1686;21350000;AVENIDA CONCEICAO;27293
1687;21350010;AVENIDA CONCEICAO;28439
1688;21350020;AVENIDA CONCEICAO;28439
1689;21350050;VIELA FORTE SARDINHA;27293
1690;21350070;PRAÇA JOAO DE OLIVEIRA;27293
1691;21350100;RUA ANDRE DA FONSECA;27293
1692;21350150;PRAÇA VILA MUNHOZ;27293
1693;21350200;RUA SAO POMPEU;27293
1694;21360000;AVENIDA DR BENEDITO ESTEVAO DOS SANTOS;28440
1695;21360050;VIA DE PEDESTRE ALVURA;28440
1696;21360100;TRAVESSA PEDRO ANTONIO DE ALACRON;28440
1697;21360200;RUA MARIA JOSE BARROSO;28440
1698;21360300;RUA JORGE BRON;28440
1699;21360400;RUA ACORIZAL;28440
1700;21360500;TRAVESSA ALMARJAO;28440
1701;21360600;RUA ESTEVAO MELIO;28440
1702;21370000;RUA SECUNDINO VEIGA;27293
1703;21370050;TRAVESSA JOSE ANTONIO GONCALVES;28440
1704;21370100;RUA KOBE;27293
1705;21370130;RUA EUGENIO GIRALDONI;27293
1706;21370160;VIELA FORTE NASSAU;28440
1707;21370200;RUA JOAQUIM FONSECA SARAIVA FILHO;27293
1708;21370300;RUA CORREIA BARBOSA;27293
1709;21370400;RUA ALBERTO MOREIRA BATISTA FILHO;27293
1710;21370500;PRAÇA NAKADARI;27293
1711;21380000;PRAÇA LOURENCO BILLIS;28586
1712;21380100;AVENIDA MILTON DA ROCHA;28586
1713;21380130;VIELA KOICHIRO YAHARA;28586
1714;21380160;TRAVESSA CALIPO;27293
1715;21380200;PRAÇA ANGELO CONTI;28586
1716;21380300;AVENIDA PROF. CASTRO JUNIOR;28586
1717;21380400;RUA MARABU;28586
1718;21380500;RUA JOAO BATISTA MENDONCA;28586
1719;21380600;RUA RENATO LACERDA;28586
1720;21380700;RUA AMARO DE MORAES;28586
1721;21380900;RUA AGUIAR CARDOSO;28586
1722;21390000;RUA MARECHAL ARGOLO FERRAO;28586
1723;21390100;RUA ANIBAL MARTINS;28586
1724;21390200;RUA FRANCISCO FRANCO MACHADO;28586
1725;21390300;RUA ORLANDO JARDIM;28586
1726;21400000;AVENIDA JACI TOLEDO;28586
1727;21400100;RUA BIGUAZINHO;28586
1728;21400200;RUA BRUNDUE;28586
1729;21400300;RUA ANTIONHA;28586
1730;21400400;RUA AXIBICE;28586
1731;21410000;AVENIDA JOAO SIMAO DE CASTRO;28586
1732;21410050;PRAÇA DO CAMINHONEIRO;28586
1733;21410100;RUA SERGIO LEITE DE CAMARGO;28586
1734;21410200;RUA JOAO VIEIRA DA SILVA;28586
1735;21410250;TRAVESSA NOGUEIRA DA INDIA;28586
1736;21410300;RUA ANARAU;28586
1737;21410400;PRAÇA LUPERCIO BARCETTO MORELATTO;28586
1738;21410500;RUA BATALHA DO JATAI;28586
1739;21410600;RUA INVASAO DOS FRANCESES;28586
1740;21410700;RUA INVASAO DOS HOLANDESES;28586
1741;21410800;RUA COMBATE DA LAGOA BRANCA;28586
1742;21410900;RUA LUCAS DE SOUZA;28586
1743;21420000;RUA SOLDADO ANESIO ANTAO FERREIRA;27293
1744;21420100;RUA BRITANIA;27293
1745;21420200;RUA CABO JOAO MONTEIRO DA ROCHA;27293
1746;21420300;RUA SOLDADO JOSE HIGASKINO;27293
1747;21420400;RUA SEGUNDO-SARGENTO FABIO PAVANI;27293
1748;21420500;RUA SARGENTO ALBERTO MELO DA COSTA;27293
1749;21420600;RUA CASA DA MOEDA;27293
1750;21430000;RUA SOLDADO PAULO EMIGDIO PEREIRA;27293
1751;21430100;RUA SOLDADO JOSE ALVES DE ABREU;27293
1752;21430200;RUA SOLDADO JOAO RODRIGUES;27293
1753;21430300;RUA SOLDADO JAMIL DAGLI;27293
1754;21430350;PRAÇA GUENITIRO NACAZAWA;27293
1755;21430400;RUA SOLDADO JOSE LUIZ DOS SANTOS;27293
1756;21430500;RUA SOLDADO JOSE FERNANDES DA SILVA;27293
1757;21430600;RUA SOLDADO JOSE ANTONIO MOREIRA;27293
1758;21430630;RUA SOLDADO JOSE WSOEK;27293
1759;21430650;RUA SOLDADO ADIR JORGE;27293
1760;21430670;TRAVESSA FORTE JUNQUEIRA;27293
1761;21440000;RUA SOLDADO ARNALDO CANDIDO RAULINO;28023
1762;21440100;RUA SOLDADO GENTIL GUIMARAES;28023
1763;21440200;RUA SOLDADO JOSE RUFINO COSTA;28023
1764;21440300;RUA SEGUNDO-SARGENTO GERALDO BERTI;28023
1765;21440400;RUA SOLDADO JOSE VIVANCO SOLANO;28023
1766;21440500;RUA CABO JOAO FAGUNDES MACHADO;28023
1767;21440600;RUA INHUMAS;28023
1768;21440700;RUA SOLDADO SEBASTIAO FELICIO;28023
1769;21440800;RUA SOLDADO ABEL ANTONIO MEDANHA;28023
1770;21440900;PRAÇA GENERAL MILTON TAVARES DE SOUZA;28023
1771;21450000;AVENIDA MARIO HABERFELD;28023
1772;21450100;RUA TERCEIRO-SARGENTO JOAO LOPES ASSUNCAO;28023
1773;21450200;RUA TERCEIRO-SARGENTO EUBER QUEIROZ JUNIOR;28023
1774;21450300;RUA CABO LUIZ GOMES QUEVEDO;28023
1775;21450400;RUA TERCEIRO-SARGENTO ALCIDES DE OLIVEIRA;28023
1776;21450500;ALAMEDA PRIMEIRO-SARGENTO OSMAR CORTEZ CLARO;28023
1777;21450600;RUA ATAMBARE;28023
1778;21460000;AVENIDA TENENTE JOSE JERONIMO DE MESQUITA;28023
1779;21460100;RUA SOLDADO ALCEBIADES BOBADILHA DA CUNHA;28023
1780;21460200;RUA SOLDADO ALMADIO GOERING;28023
1781;21460300;RUA SOLDADO ALDEMAR FERREIRA FERRUGEM;28023
1782;21470000;ALAMEDA SEGUNDO-SARGENTO RUBENS LEITE;28023
1783;21470050;RUA SEGUNDO-SARGENTO AGOSTINHO G DE AUEIRO;28023
1784;21470100;RUA SOLDADO AMARILHO GONCALVES DE QUEIROZ;28023
1785;21470150;PRAÇA CLAUDIO LEONARDI;28023
1786;21470200;RUA TERCEIRO-SARGENTO NORALDINO ROSA DOS SANTOS;28023
1787;21470300;RUA MANOEL NOGUEIRA;28023
1788;21470400;RUA CABO NORBERTO HENRIQUE WEBER;28023
1789;21470450;PRAÇA ARLINDO FERNANDES FISSORE;28023
1790;21470500;RUA SOLDADO ISIDRO MATOSO;28023
1791;21470600;RUA SOLDADO CLAUDINO PINHEIRO;28023
1792;21470700;RUA SOLDADO JOSE DE ANDRADE;28023
1793;21470800;RUA SOLDADO BRUNO ESTRIFICA;28023
1794;21470900;VIA PRESIDENTE DUTRA;28023
1795;21500000;PRAÇA SANTA LUISA DE MARILLAC;27004
1796;21500050;RUA DOS GAULESES;27004
1797;21500100;RUA OTAVIO VICENTE BOTTER;27004
1798;21500200;RUA CLARINDA MARIA DE OLIVEIRA;27004
1799;21500300;RUA PROF. JOAQUIM ALVARES CRUZ;27004
1800;21500400;RUA ANTONIO CARLOS DE SOUZA MINA;27004
1801;21500500;RUA JOAO CAPEZ;27004
1802;21500600;RUA AURORA DA SILVA SOUZA;27004
1803;21500700;RUA BRASILIO SERGIO;27004
1804;21500800;AVENIDA JOAQUIM DOS SANTOS DOMINGUES;27004
1805;21510000;PRAÇA DOS BOMBEIROS;27004
1806;21510100;RUA ANGELA NATALE;27004
1807;21510200;RUA NASCIMENTO ANTUNES DE OLIVEIRA;27004
1808;21510300;RUA ANTONIO VIVALDI;27004
1809;21510400;RUA OTAVIO ROQUE;27004
1810;21510500;RUA SEBASTIAN BACH;27004
1811;21510600;RUA ALFREDO ABRANTES;27004
1812;21510700;RUA ODILON DE PAULA BRASIL;27004
1813;21510800;RUA BALTAZAR FIDELIS;27004
1814;21510900;RUA ARON MASTER;27004
1815;21511000;AVENIDA FRANZ LISZT;27004
1816;21520000;AVENIDA MANUEL ANTONIO GONCALVES;27004
1817;21520050;RUA BELARMINO JOSE DA COSTA;27004
1818;21520100;RUA JOAO DE CARVALHO;27004
1819;21520200;RUA JOSE JOAO SOBRINHO MARQUES;27004
1820;21520400;RUA DANUBIO AZUL;27004
1821;21520500;RUA ALFREDO BORGES TEIXEIRA;27004
1822;21610000;RUA IZIDRO ORTIZ;27004
1823;21610100;RUA MINISTRO CARVALHO MOURAO;28586
