id;CD_CEP;ID_BAIRRO;NM_LOGRADOURO
1;1423090;27650;DAMAZO PEREZ PRADO
2;1424000;27650;LORENA
3;1424001;27650;LORENA
4;1424002;27650;LORENA
5;1424010;27650;ENGENHEIRO ANTONIO DE SOUZA BARROS JUNIOR
6;1424020;27650;LISBOA
7;1424030;27650;NEWTON FEITOZA
8;1425000;27650;GUARARA
9;1425001;27650;GUARARA
10;1425010;27650;CACONDE
11;1425011;27650;CACONDE
12;1425020;27650;QUELUZ
13;1425030;27650;TAPIRATIBA
14;1425040;27650;JOSE MUNIA
15;1425050;27650;GABRIEL BALART
16;1425060;27650;MAESTRO BRUMEL
17;1425070;27650;OURO BRANCO
18;1425080;27650;OURO BRANCO
19;1426000;13667;OSCAR FREIRE
20;1426001;13667;OSCAR FREIRE
21;1426010;13667;RIO PRETO
22;1426020;13667;CRISTOVAO DINIZ
23;1426030;13667;DAS ESTRELAS BRANCAS
24;1426040;13667;DAS ESTRELAS NOVAS
25;1426050;13667;COBELIZ
26;1427000;24853;ESTADOS UNIDOS
27;1427001;24853;ESTADOS UNIDOS
28;1427002;24853;ESTADOS UNIDOS
29;1427010;24853;CARUMBE
30;1427020;24853;NICOLAU SCARPA
31;1427030;24853;REYNALDO PORCHAT DE ASSIS
32;1428000;27650;HONDURAS
33;1428001;27650;HONDURAS
34;1428010;27650;MADRE TEODORA
35;1428020;27650;JOSE CLEMENTE
36;1428030;27650;DAS GUIANAS
37;1428040;27650;PROF. DR DOMINGOS DELASCIO
38;1429000;27650;DR JOAO PINHEIRO
39;1429001;27650;DR JOAO PINHEIRO
40;1429010;27650;VENEZA
41;1429011;27650;VENEZA
42;1429020;27650;CONSELHEIRO ZACARIAS
43;1429030;27650;DR DAVID CAMPISTA
44;1429040;27650;CEDRO DO LIBANO
45;1429050;27650;DR CLEMENTE DE FARIA
46;1430000;24853;BRASIL
47;1430001;24853;BRASIL
48;1430010;24853;ENGENHEIRO ALCIDES BARBOSA
49;1430020;27651;EDGARD THOMAZ DE CARVALHO
50;1431000;24853;BRASIL
51;1431001;24853;BRASIL
52;1431010;24853;LUIS MACHADO PEDROSA
53;1431020;24853;LUIS PEREIRA DE ALMEIDA
54;1432000;27650;ANTONIO BENTO
55;1432010;27650;CONSELHEIRO TORRES HOMEM
56;1432020;27650;MARECHAL BITTENCOURT
57;1432030;27650;MAESTRO CHIAFFARELLI
58;1432040;27650;IRAQUITA
59;1432050;27650;RUTILIA
60;1433000;27650;MAESTRO ELIAS LOBO
61;1433010;27650;GENERAL MENA BARRETO
62;1433020;27650;GENERAL FONSECA TELES
63;1433030;27650;OLIVEIRA DIAS
64;1433040;27650;OTONIEL MOTA
65;1433050;27650;DR SAMPAIO FERRAZ
66;1433060;27650;ESPERIA
67;1433070;27650;JOSE GOMES FERREIRA
68;1434000;24853;GROENLANDIA
69;1434100;24853;GROENLANDIA
70;1435000;27650;SAO GABRIEL
71;1435001;27650;SAO GABRIEL
72;1435010;27650;HENRIQUE MARTINS
73;1435020;27650;CLAUDINO SILVA
74;1435030;27650;SUZANO
75;1435040;27650;GIRONDA
76;1435050;27650;PRIMAVERA
77;1435060;27650;SARITA CYRILLO
78;1435070;27650;DR ALVARO BRITO
79;1436000;24853;CANADA
80;1436010;24853;ARGENTINA
81;1436020;24853;CUBA
82;1436030;24853;MARTINICA
83;1436040;24853;BERMUDAS
84;1436050;24853;CHILE
85;1436060;24853;LIBERTADOR SIMON BOLIVAR
86;1436070;24853;CALIFORNIA
87;1436080;24853;EQUADOR
88;1436090;24853;GUAIAQUIL
89;1436100;24853;PORTO RICO
90;1436110;24853;MUNICIPAL
91;1437000;24853;MEXICO
92;1437010;24853;COSTA RICA
93;1437020;24853;ALASKA
94;1437030;24853;AMERICA
95;1437040;24853;BOLIVIA
96;1437050;24853;GUATEMALA
97;1437060;24853;SAN SALVADOR
98;1438000;24853;COLOMBIA
99;1438001;24853;COLOMBIA
100;1438010;24853;PERU
101;1438012;24853;ADOLFO BLOCH
102;1438020;24853;TERRA NOVA
103;1438030;24853;DOS INCAS
104;1438040;24853;PANAMA
105;1438050;24853;VINCENT VAN GOGH
106;1438060;24853;NOSSA SENHORA DO BRASIL
107;1438070;24853;NICARAGUA
108;1438080;24853;ANTILHAS
109;1438090;24853;URUGUAI
110;1438100;24853;DIONISIO DE CARVALHO
111;1438110;24853;ANTONIO NOGUEIRA
112;1439000;24853;VENEZUELA
113;1439010;24853;GUADALUPE
114;1439020;24853;JAMAICA
115;1439030;24853;GENERAL SAN MARTIN
116;1439040;24853;IUCATAN
117;1439050;24853;DR WALDOMIRO FRANCO DA SILVEIRA
118;1439060;24853;HOMERO VAZ DO AMARAL
119;1439070;24853;SALVA NACCACHE ABBUD
120;1440000;24853;ATLANTICA
121;1440010;24853;DR IBSEN DA COSTA MANSO
122;1440020;24853;JUQUIA
123;1440030;24853;DESEMBARGADOR VICENTE PENTEADO
124;1440040;24853;ITAPIRAPUA
125;1440050;24853;JACUPIRANGA
126;1440060;24853;TAUFIK CAMASMIE
127;1440070;24853;JOAO CALDEIRA
128;1440080;24853;LUCA GIORDANO
129;1440090;24853;MARCEL GIMOND
130;1440100;24853;ALMIRANTE MASCARENHAS
131;1440110;24853;ALABAMA
132;1441000;24853;GABRIEL MONTEIRO DA SILVA
133;1441001;24853;GABRIEL MONTEIRO DA SILVA
134;1441002;24853;GABRIEL MONTEIRO DA SILVA
135;1441010;24853;RAGGIO NOBREGA
136;1441020;24853;DR ANTONIO CARLOS DE ASSUNCAO
137;1442000;24853;GABRIEL MONTEIRO DA SILVA
138;1442001;24853;GABRIEL MONTEIRO DA SILVA
139;1442002;24853;GABRIEL MONTEIRO DA SILVA
140;1442010;24853;MARIETA
141;1442020;24853;JORNALISTA DEBORA REBOCHO
142;1443000;27651;SAMPAIO VIDAL
143;1443001;27651;SAMPAIO VIDAL
144;1443010;27651;CAPITAO ANTONIO ROSA
145;1443020;27651;SANTA CRISTINA
146;1443030;27651;DESEMBARGADOR TEODOMIRO PIZA
147;1443040;27651;SAQUAREMBO
148;1443050;27651;CORONEL BENTO NORONHA
149;1443060;27651;DESEMBARGADOR JOAQUIM CELIDONIO
150;1443070;27651;ANTONIO DUARTE AMARAL
151;1443080;27651;GRACINDO DE SA
152;1443090;27651;REPUBLICA DO SURINAME
153;1444000;27651;MARIANA CORREA
154;1444010;27651;DR OLIVEIRA PINTO
155;1444020;27651;CORONEL ALFREDO CABRAL
156;1444030;27651;DESEMBARGADOR MAMEDE
157;1444040;27651;LAERTE ASSUNCAO
158;1444050;27651;GASTAO VIDIGAL
159;1444060;27651;PROF. ROBERTO HOTTINGER
160;1444070;27651;AIRES DE CASAL
161;1444080;27651;PADRE JACOB SALIBA
162;1444090;27651;PEREIRA INACIO
163;1445000;27651;DONA MARIA CAROLINA
164;1445010;27651;AGRARIO DE SOUZA
165;1445020;27651;VENCESLAU FLEXA
166;1445030;27651;BENEDITO CHAVES
167;1445040;27651;HONORIO LIBERO
168;1445050;27651;CESARIO COIMBRA
169;1445060;27651;EMBAIXADOR JOSE ROBERTO MACEDO SOARES
170;1445070;27651;DESEMBARGADOR MANOEL GOMES DE OLIVEIRA
171;1446000;26849;SUECIA
172;1446010;26849;FRANCA
173;1446020;26849;PORTUGAL
174;1446030;26849;HOLANDA
175;1446040;26849;ESPANHA
176;1446050;26849;ATENAS
177;1446060;26849;MARINA CINTRA
178;1446070;26849;ARTHUR ANDRADE FILHO
179;1447000;26849;POLONIA
180;1447010;26849;AUSTRIA
181;1447020;26849;INGLATERRA
182;1447030;26849;SOFIA
183;1447040;26849;BUCAREST
184;1447050;26849;LUXEMBURGO
185;1447060;26849;CLAUDIO ABRAMO
186;1447070;26849;COMANDANTE RENATO PACHECO PEDROSO
187;1448000;26849;AMAURI
188;1448010;26849;ALEMANHA
189;1448020;26849;NORUEGA
190;1448030;26849;BELGICA
191;1448040;26849;RUSSIA
192;1448050;26849;PADRE MANUEL CHAVES
193;1448060;26849;BAVIERA
194;1448070;26849;CAPITAO FRANCISCO PADILHA
195;1448080;26849;LACONDE
196;1448090;26849;PERUIBE
197;1448100;26849;CORACAO DE MARIA
198;1448110;26849;EID MANSUR
199;1448120;26849;DO IMIGRANTE ITALIANO
200;1449000;26849;EUROPA
201;1449001;26849;EUROPA
202;1449010;26849;DAS NACOES UNIDAS
203;1449020;26849;ITALIA
204;1449030;26849;SUICA
205;1449040;26849;DINAMARCA
206;1449050;26849;TURQUIA
207;1449060;26849;DO VATICANO
208;1449070;26849;GUMERCINDO SARAIVA
209;1450000;26849;ESCOCIA
210;1450010;26849;GRECIA
211;1450020;26849;IRAMAIA
212;1450030;26849;PRUDENTE CORREA
213;1450040;26849;SALVADOR MENDONCA
214;1450050;26849;IRLANDA
215;1450060;26849;ANTONIO JOSE DA SILVA
216;1450070;26849;PROF. ALVARO GUERRA
217;1450080;26849;BRAULIO DE MENDONCA FILHO
218;1450090;26849;MORUNGABA
219;1450100;26849;BURITAMA
220;1450110;26849;CLAUDIO MANOEL DA COSTA
221;1450120;26849;VERDE
222;1450130;26849;ALMERINDO CARDARELLI
223;1451000;27651;BRIGADEIRO FARIA LIMA
224;1451001;27651;BRIGADEIRO FARIA LIMA
225;1451010;28751;IGUATEMI
226;1451011;28751;IGUATEMI
227;1451020;27651;JORGE COELHO
228;1451030;27651;MATIAS VALADAO
229;1451040;27651;ROBERTO DOUGLAS MACHADO
230;1452000;27651;BRIGADEIRO FARIA LIMA
231;1452001;27651;BRIGADEIRO FARIA LIMA
232;1452002;27651;BRIGADEIRO FARIA LIMA
233;1452010;27651;OURO PRETO
234;1452020;27651;DR ELPIDIO REALI
235;1453000;28751;CIDADE JARDIM
236;1453010;26849;DR MARIO FERRAZ
237;1453011;27651;DR MARIO FERRAZ
238;1453020;28751;ARACARI
239;1453030;28751;JACURICI
240;1453040;28751;ADOLFO TABACOW
241;1453050;28751;DR JOSE GONCALVES DE OLIVEIRA
242;1453060;28751;UBALDO FERREIRA DE OLIVEIRA
243;1453070;28751;TOLSTOI DE CARVALHO E MELLO
244;1453080;28751;MARIA ROSA
245;1453090;28751;CAMARGO CABRAL
246;1453100;28751;LUIS CARLOS PARANA
247;1453110;28751;JULIO RIBEIRO NETO
248;1453120;28751;NICOLAU DAVID
249;1453130;28751;ENG ROBERTO ROSSI ZUCCOLO
250;1454000;27651;CIDADE JARDIM
251;1454010;27651;PROF. ARTUR RAMOS
252;1454011;27651;PROF. ARTUR RAMOS
253;1454020;27651;FRANZ SCHUBERT
254;1454030;27651;FREDERICO CHOPIN
255;1454040;27651;JEAN SIBELIUS
256;1454050;27651;MADAME POCAS LEITAO
257;1454060;27651;FREI GALVAO
258;1454070;27651;GEREMIA LUNARDELLI
259;1454080;27651;WALDOMIRO MALUHI
260;1455000;26849;HUNGRIA
261;1455010;26849;TUCUMA
262;1455020;26849;PROF. VITAL PALMA E SILVA
263;1455030;26849;SABUGI
264;1455040;26849;SERIDO
265;1455050;26849;CINDERELA
266;1455060;26849;HANS NOBILING
267;1455070;26849;ANGELINA MAFFEI VITA
268;1455080;26849;GERMANIA
269;1455090;26849;EMBAIXADOR RAUL FERNANDES
270;1455100;26849;DR ALBERTO CARDOSO DE MELO NETO
271;1455110;26849;DR ALCEU DE ASSIS
272;1455120;26849;PROF. WOLFF NETO
273;1456000;26849;DONA ELISA PEREIRA DE BARROS
274;1456010;26849;CAMPO VERDE
275;1456020;26849;JACAREZINHO
276;1456030;26849;CARLOS MILLAN
277;1456040;26849;CASSIO DA COSTA VIDIGAL
278;1456050;26849;CORONEL PIRES DE ANDRADE
279;1456060;26849;CEILAO
280;1456070;26849;FRANCISCO DE SIQUEIRA
281;1456080;26849;BARUERI
282;1456090;26849;YITZHAK RABIN
283;1457000;27651;IRACI
284;1457010;27651;CORONEL IRLANDINO SANDOVAL
285;1457020;27651;MANDURI
286;1457030;27651;IBIAPINOPOLIS
287;1457040;27651;DONA ANA HELENA DE SALLES GUSMAO
288;1457050;27651;ICANA
289;1457060;27651;GUILHERME KAWALL
290;1501000;13580;DR JOAO MENDES
291;1501001;13580;DR JOAO MENDES
292;1501010;13580;DR RODRIGO SILVA
293;1501020;13580;DONA PAULINA
294;1501030;13580;ALVARES MACHADO
295;1501040;13580;CARLOS GOMES
296;1501050;13580;SETE DE SETEMBRO
297;1501060;13580;CONDE DO PINHAL
298;1502000;27921;DA LIBERDADE
299;1502001;27921;DA LIBERDADE
300;1502010;27921;BARAO DE IJUI
301;1502020;27921;GUILHERME DE ALMEIDA
302;1503000;27921;DA LIBERDADE
303;1503001;27921;DA LIBERDADE
304;1503010;27921;DA LIBERDADE
305;1503020;27921;DA POLVORA
306;1504000;27921;VERGUEIRO
307;1504001;27921;VERGUEIRO
308;1504010;27921;CARNEIRO
309;1504020;27921;CALADO
310;1504030;27921;SANTANA DO PARAISO
311;1505000;28812;DOS ESTUDANTES
312;1505001;28812;DOS ESTUDANTES
313;1505010;28812;ANITA FERRAZ
314;1505020;28812;LIVREIRO ALVES
315;1505030;28812;DOS AFLITOS
316;1505040;28812;EGAS MONIZ DE ARAGAO
317;1505050;28812;ESTUDANTES
318;1505060;28812;DOS ESTUDANTES
319;1505070;28812;RUGERO
320;1506000;27921;GALVAO BUENO
321;1506010;27921;AMERICO DE CAMPOS
322;1506020;27921;TOMAZ GONZAGA
323;1506030;27921;CIDADE DE OSAKA
324;1507000;27921;BARAO DE IGUAPE
325;1507001;27921;BARAO DE IGUAPE
326;1507010;27921;SINIMBU
327;1507020;27921;JUNQUEIRA FREIRE
328;1507030;27921;LINS
329;1508000;27921;SAO JOAQUIM
330;1508001;27921;SAO JOAQUIM
331;1508010;27921;TAGUA
332;1508020;27921;PIRAPITINGUI
333;1508030;27921;FAGUNDES
334;1508040;27921;JOSE FERREIRA DA ROCHA
335;1509000;27921;JOSE GETULIO
336;1509001;27921;JOSE GETULIO
337;1509010;27921;PROF. ANTONIO PRUDENTE
338;1509020;27921;SIQUEIRA CAMPOS
339;1509030;27921;DR JAMBEIRO COSTA
340;1509040;27921;LENTISCO
341;1510000;27921;DA GLORIA
342;1510001;27921;DA GLORIA
343;1510010;27921;DR ALMEIDA JUNIOR
344;1510020;27921;MIE KEN
345;1511000;27921;CONSELHEIRO FURTADO
346;1511001;27921;CONSELHEIRO FURTADO
347;1511010;27921;SENADOR FELICIO DOS SANTOS
348;1511020;27921;SHUHEI UETSUKA
349;1512000;28812;CONDE DE SARZEDAS
350;1512010;28812;OSCAR CINTRA GORDINHO
351;1512020;28812;HELENA ZERRENER
352;1512030;28812;JOAO DE CARVALHO
353;1512040;28812;MINISTRO COSTA MANSO
354;1512050;28812;OLIVEIRA MONTEIRO
355;1512060;28812;CAROLINA AUGUSTA
356;1512070;28812;CONDE DE SARZEDAS
357;1513000;28812;SAO PAULO
358;1513010;28812;DR TOMAZ DE LIMA
359;1513020;28812;DR LUND
360;1513030;28812;SANTA LUZIA
361;1513040;28812;MITUTO MIZUMOTO
362;1514000;28812;GLICERIO
363;1514001;28812;GLICERIO
364;1514010;28812;TEIXEIRA LEITE
365;1514020;28812;DR MARIO MARGARIDO
366;1514030;28812;VASCO PEREIRA
367;1514040;28812;ALMIRANTE MAURITI
368;1514050;28812;SUICA
369;1514060;28812;DO GLICERIO
370;1514070;27921;LESTE-OESTE
371;1515000;9753;ALBERTO LION
372;1516000;9753;DO ESTADO
373;1516100;9753;DO ESTADO
374;1517000;27921;OTTO DE ALENCAR
375;1517010;27921;TEIXEIRA MENDES
376;1517020;27921;PREFEITO PASSOS
377;1517030;27921;NINA RODRIGUES
378;1517040;27921;PIEDADE
379;1517050;27921;MARIA HELENA
380;1517060;27921;GUIMARAES PEIXOTO
381;1517070;27921;ANTONIO DE SA
382;1517080;27921;JOSE LUIZ DE MELLO MALHEIROS
383;1517090;27921;MINISTRO FRANCISCO SA CARNEIRO
384;1517100;27921;TRINTA E UM DE MARCO
385;1518000;9753;JUSTO AZAMBUJA
386;1518010;9753;PROF. DEMOSTENES BATISTA FIGUEIRA MARQUES
387;1518020;9753;LEOPOLDO MIGUEZ
388;1518030;9753;VIEIRA RAVASCO
389;1518040;9753;PEDRO SEVERIANO
390;1518050;9753;ORLANDO TEIXEIRA
391;1518060;9753;GENERAL ESPOSEL JUNIOR
392;1518070;9753;DOM ROMUALDO DE SEIXAS
393;1518080;9753;DONATELLO
394;1518090;9753;UMPEI HIRANO
395;1519000;9753;DO LAVAPES
396;1519010;9753;LUIS GAMA
397;1519020;9753;PROF. OSCAR SAYAGO DE SA PEREIRA
398;1520000;9753;ALEXANDRE LEVI
399;1520010;9753;BARAO DE JAGUARA
400;1520020;9753;JERONIMO DE ALBUQUERQUE
401;1520030;9753;DOS ALPES
402;1520040;9753;PIQUEROBI
403;1521000;9753;CESARIO RAMALHO
404;1521010;9753;SILVEIRA DA MOTA
405;1521020;9753;VICENTE DE CARVALHO
406;1521030;9753;STEFANO
407;1521040;9753;DA SONORIDADE
408;1522000;9753;DONA ANA NERY
409;1522010;9753;NICOLAU ANCONA LOPES
410;1522020;9753;SERRA DE PARACAINA
411;1522030;9753;DOS PESCADORES
412;1522040;9753;PROF. ARTHUR DO PRADO DANTAS
413;1522050;9753;CONCEICAO
414;1522060;9753;ROBERTO
415;1522070;27931;DA TARDE
416;1523000;9753;CLIMACO BARBOSA
417;1523010;9753;CAMBUCI
418;1523020;9753;FREIRE DA SILVA
419;1523030;9753;JOSE BENTO
420;1523040;9753;TRES PONTAS
421;1524000;9753;INDEPENDENCIA
422;1524001;9753;INDEPENDENCIA
423;1524010;9753;ALEXANDRINO DA SILVEIRA BUENO
424;1524020;9753;DR VALENTIM AMARAL
425;1524030;9753;FRANCOIS COTY
426;1524040;9753;CAVALHEIRO AFONSO NICOLI
427;1524050;9753;PROF. OSVALDO VICENZO
428;1524060;9753;NARCISO ETTORE CAMPANER
429;1524070;9753;ARMANDO BONDEZAN
430;1524090;9753;UGO TOGNAZZI
431;1525000;27921;TAMANDARE
432;1525001;27921;TAMANDARE
433;1525010;27921;ROCHA POMBO
434;1525020;27921;PANDIA CALOGERAS
435;1526000;352;BUENO DE ANDRADE
436;1526010;352;TENENTE OTAVIO GOMES
437;1526020;352;ESPIRITO SANTO
438;1526030;352;JENNER
439;1526040;352;FELICIO ELIAS
440;1526050;352;DOM RAIMUNDO DE BRITO
441;1526060;352;ZEFERINO DA COSTA
442;1527000;9753;SCUVERO
443;1527010;9753;SAO JOAO BATISTA
444;1527020;9753;DIOGO VAZ
445;1527030;9753;DOS PARECIS
446;1527040;9753;ESPIRITA
447;1527050;9753;DOS TAPES
448;1527060;9753;DO REDENTOR
449;1527070;9753;COMENDADOR VICENTE LENTINI
450;1528000;9753;MAZZINI
451;1528010;9753;JOAQUIM PIZA
452;1528020;9753;TENENTE AZEVEDO
453;1528030;9753;VITORIO EMANUEL
454;1528040;9753;CLARINDA
455;1528050;9753;TARTUCCE
456;1528060;9753;NOSSA SENHORA DA CONCEICAO
457;1528070;9753;DR DARIO DO AMARAL
458;1528080;9753;PARTICULAR MANUEL MORAIS DE SOUZA
459;1529000;352;PIRES DA MOTA
460;1529001;352;PIRES DA MOTA
461;1529010;352;URANO
462;1529020;352;LOUREIRO DA CRUZ
463;1529030;352;PERDOES
464;1529040;352;DRA ROMILDA VALENTINO
465;1530000;352;PAIS DE ANDRADE
466;1530010;352;ALMEIDA TORRES
467;1530020;352;ALBINA BARBOSA
468;1530030;352;BATURITE
469;1530040;352;OLIVEIRA PEIXOTO
470;1530050;352;DESEMBARGADOR MACEDO VIEIRA
471;1530060;352;DIAMANTE
472;1530070;352;AGATA
473;1530080;352;RUBI
474;1530090;352;CARDOSO DE SIQUEIRA
475;1530100;352;BARBOSA
476;1531000;352;ACLIMACAO
477;1531001;352;ACLIMACAO
478;1531010;352;ALABASTRO
479;1531020;352;TURMALINA
480;1531030;352;SATURNO
481;1531040;352;ESMERALDA
482;1531050;352;GENERAL POLIDORO
483;1531060;352;JASPE
484;1532000;352;CASTRO ALVES
485;1532001;352;CASTRO ALVES
486;1532010;352;SAFIRA
487;1532020;352;RODRIGO CLAUDIO
488;1532030;352;JUPITER
489;1532040;352;CRUZ E SOUZA
490;1532050;352;ANDRE GOUVEIA
491;1532060;352;ANTONIO CORREIA DE LEMOS
492;1532070;352;EDUARDO PASSARELLI
493;1532080;352;PADRE MARIANO DE LA MATA
494;1532090;352;CARLOS CHAGAS
495;1533000;352;APENINOS
496;1533005;352;CARIM TANUS
497;1533010;352;NILO
498;1533020;352;GUALACHOS
499;1533030;352;DR FELIX
500;1533040;352;ITATINS
501;1533050;352;DR JOAO MORAIS
502;1533060;352;JOAQUIM GOMES
503;1533070;352;SANTO AGOSTINHO
504;1533080;352;NILO
505;1533090;352;TENIS CLUBE PAULISTA
506;1533100;352;TOMAZ LESSA
507;1534000;352;MUNIZ DE SOUZA
508;1534001;352;MUNIZ DE SOUZA
509;1534010;352;FRANCISCO JUSTINO DE AZEVEDO
510;1534020;352;OSCAR GUANABARINO
511;1534030;352;MARACAI
512;1534040;352;JORGE CURY
513;1534050;352;DA ACLIMACAO
514;1535000;9753;PAULO OROZIMBO
515;1535001;9753;PAULO OROZIMBO
516;1535010;9753;SENADOR CARLOS TEIXEIRA DE CARVALHO
517;1535020;9753;BATISTA DO CARMO
518;1535030;9753;FELIX POLA
519;1535040;9753;LUIS CARLOS MESSORA DE OLIVEIRA
520;1535050;9753;MARIA VIDOTTO LORENZATO
521;1536000;9753;LACERDA FRANCO
522;1536001;9753;LACERDA FRANCO
523;1536010;9753;BOTUPUCA
524;1536020;9753;CORONEL JOAQUIM TEIXEIRA SILVA BRAGA
525;1536030;9753;EULALIA ASSUNCAO
526;1536040;9753;NOSSA SENHORA DE LOURDES
527;1537000;9753;LINS DE VASCONCELOS
528;1537001;9753;LINS DE VASCONCELOS
529;1537010;9753;OSWALDO DE LUCA
530;1538000;9753;LINS DE VASCONCELOS
531;1538001;9753;LINS DE VASCONCELOS
532;1538010;9753;NOSSA SENHORA DE LOURDES
533;1539000;9753;TEODURETO SOUTO
534;1539010;9753;GAMA CERQUEIRA
535;1539020;9753;SIMAO DIAS DA FONSECA
536;1540000;9753;HERMINIO LEMOS
537;1540010;9753;ALVES RIBEIRO
538;1540020;9753;ALBUQUERQUE MARANHAO
539;1540030;9753;COMENDADOR BENTO PEREIRA
540;1540040;9753;MIGUEL TELES JUNIOR
541;1540050;9753;FRANCISCO DA GUERRA
542;1540060;9753;STELLA SALZO
543;1540070;9753;UBA
544;1540080;9753;MICKAIL
545;1541000;9753;BACKER
546;1541010;9753;OLIVEIRA LIMA
547;1541015;9753;DR JOSE CURY-TUFFY
548;1541020;9753;FRANCISCO MANOEL
549;1541030;9753;SILVEIRA CAMPOS
550;1541040;9753;JOSE VICENTE NOBREGA
551;1541050;9753;HENRIQUE COELHO
552;1541060;9753;CARMO DO RIO CLARO
553;1541070;9753;IDA
554;1541080;9753;ALFREDO VOLPI
555;1542000;9753;DOM DUARTE LEOPOLDO
556;1542010;9753;ANTONIO TAVARES
557;1542015;9753;TUFIK SOUBHI
558;1542020;9753;AUGUSTO DE TOLEDO
559;1542030;9753;GENARO FERRANTE
560;1542040;9753;LUCILIO DE ALBUQUERQUE
561;1542050;9753;LUZIA BONTEMPO BONOMO
562;1542060;9753;ROLF LAUBE
563;1543000;9753;HEITOR PEIXOTO
564;1543001;9753;HEITOR PEIXOTO
565;1543010;9753;ROBERTSON
566;1543020;9753;SEBASTIAO CARNEIRO
567;1543030;9753;APORA
568;1543040;9753;AMARANTE
569;1543050;9753;DIOGO DE ARAUJO
570;1543060;9753;HENRI LAUBE
571;1543070;9753;RAFAELE BONOMO
572;1543080;9753;RIVIERA
573;1544000;28300;BASILIO DA CUNHA
574;1544001;28300;BASILIO DA CUNHA
575;1544010;28300;MESQUITA
576;1544020;28300;PONTE ALTA
577;1544030;28300;JACKSON FIGUEIREDO
578;1544040;28300;CHORIS GREGGIO DO NASCIMENTO
579;1544050;28300;ANTONIO PARREIRAS
580;1544060;28300;PROF. ARGEMIRO LUZ
581;1544070;28300;PROF. PASCOAL PACCHI
582;1544080;28300;PROF. CAMILO BERGENSON
583;1544090;28300;JOAO LEZICA
584;1545000;26284;CORONEL DIOGO
585;1545001;28704;CORONEL DIOGO
586;1545010;26284;MARIZ E BARROS
587;1545020;26284;ROCHA GALVAO
588;1545030;26284;CORONEL CABRITA
589;1545040;26284;DR CLEMENTE JOBIM
590;1545050;26284;CAETANO DE OLIVEIRA
591;1545060;26284;JULIO DE MENEZES
592;1545070;26284;CESAR GUIMARAES
593;1545080;26284;JOAO CORTESE
594;1545090;26284;SAO FRANCISCO DA GLORIA
595;1545100;26284;GELSON REICHER
596;1545110;26284;BLANCHE TAVARES CARNEIRO FAJARDO
597;1546000;26284;DR DOLZANI
598;1546010;26284;INGLES DE SOUZA
599;1546020;26284;ALCINDO GUANABARA
600;1546030;26284;ARTUR NAPOLEAO
601;1546040;26284;LAURINDO RABELO
602;1546050;26284;PADRE LUIS SORIANO
603;1546060;26284;PAULO DE PROENCA
604;1546070;26284;JOSE COMPARATO
605;1546080;26284;LEOPOLDO AMARAL
606;1546090;26284;RODRIGUES BATISTA
607;1546100;26284;PEREIRA CALDAS
608;1546110;26284;VINCAS KUDIRKA
609;1546120;26284;SAO JOAO DEL REI
610;1547000;26284;CLAUDIO ROSSI
611;1547010;26284;CORREA GALVAO
612;1547020;26284;CRISOBERILOS
613;1547030;26284;CANUDOS
614;1547040;26284;NESTOR MOREIRA
615;1547050;26284;DOS SERTOES
616;1547060;26284;CESAR BECCARIA
617;1547070;26284;DR ROBERTO DE ALMEIDA VINHAS
618;1547080;26284;PROF. BRASIL MACHADO DE CAMPOS
619;1547090;26284;CRISOLITA
620;1547100;26284;MIRIAM
621;1547110;26284;SANCHES BRANDAO
622;1547120;26284;RAFAEL SANZIO
623;1547130;26284;FONSECA GALVAO
624;1547140;26284;FLORENCE NIGHTINGALE
625;1547150;26284;MERUOCA
626;1547160;26284;MANOEL RODRIGUES SECIO
627;1547170;26284;JOAO BATISTA PAGANI
628;1547180;26284;RENE JUPILLAT
629;1548000;28474;VASCONCELOS DRUMOND
630;1548010;28474;FREDERICO VON MARTIUS
631;1548020;28474;MARIANO PROCOPIO
632;1548030;28474;DOM MATEUS
633;1548040;28474;GUINLE
634;1548050;28474;AGUDOS
635;1548060;28474;MATINADA
636;1548070;28474;PAMPULHA
637;1548080;28474;TAMBOATA
638;1549000;28474;GASPAR FERNANDES
639;1549010;28474;MARANJAI
640;1549020;28474;PEREIRA NOBREGA
641;1549030;28474;MONTEIRO
642;1549040;28474;SANTA FLORA
643;1549050;28474;PORTO MILITAO
644;1549060;28474;RAUL DE LEONI
645;1549070;28474;INREBRA
646;1549080;28474;GANGILA
647;1549090;28474;LIDIO GOMES DA SILVA
648;1550000;28474;ENGENHEIRO PRUDENTE
649;1550010;28474;RAGUNA CABRAL
650;1550020;28474;DR JOSE MARIA AZEVEDO
651;1550030;28474;EIRAS GARCIA
652;1550040;28474;HERCULANIA
653;1550050;28474;CLODOMIRO PEREIRA
654;1550060;28474;ANTONIO AUGUSTO COVELO
655;1550070;28474;ARARAS
656;1550080;28474;ITALIA FAUSTO
657;1550090;28474;PEDRO FRANCISCO VIANA
658;1550100;28474;JOSE ABRAMVEZT
659;1550110;28474;PEDRO PEREIRA DA COSTA
660;1550120;9753;OLGA BULGARELLI D\AURIA
661;1551000;28474;OUVIDOR PORTUGAL
662;1551010;28474;LEANDRO DE CARVALHO
663;1551015;28474;JOSE GUILHERME MERQUIOR
664;1551020;28474;DR INACIO ARRUDA
665;1551030;28474;ENGENHEIRO LAURO PENTEADO
666;1551040;28474;VIGARIO JOAO ALVARES
